"Console","GameName","Review","Score"
"XONE, PS4, NS","Dragon Ball FighterZ Review: The Fast And The Furious","Excellent","9"
"PS4","PES 2019 Review","Excellent","9"
"PS4","Telltale's The Walking Dead: The Final Season Episode 2 Review","Super","8"
"PC, PS4, XONE","Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us","Excellent","9"
"PS4","Transference Review - In Another World","Great","7"
"PC","Star Control: Origins Review - Space Oddity","Very Good","6"
"PC, NS","Broken Sword 5: The Serpent's Curse Review","Super","8"
"NS","The Gardens Between Review - Dance Among The Stars","Super","8"
"XONE, PS4","NHL 19 Review - A Barnburner","Super","8"
"NS","Wasteland 2: Director's Cut Nintendo Switch Review","Super","8"
"PS4","Zone Of The Enders: The 2nd Runner - MARS Review","Good","5"
"PC, MAC, PS4, NS","Undertale Review - Nintendo Switch Update","Excellent","9"
"NS","Nintendo Labo Vehicle Kit Review: The Most Fun Labo Yet","Great","7"
"PC","Lamplight City Review - Cold Case","Very Good","6"
"PC","Frozen Synapse 2 Review - Cool-Headed","Super","8"
"PS4","428: Shibuya Scramble Review - When Fates Collide","Super","8"
"PS4","NBA 2K19 Review - Another Year, Another Baller","Great","7"
"PS4, XONE, PC, NS","Valkyria Chronicles 4 Review - Soar High","Super","8"
"PS4, PC, XONE","Shadow Of The Tomb Raider Review - Guerilla Girl","Very Good","6"
"PS4, XONE","NBA Live 19 Review - Dribbling Forward","Great","7"
"PC","Two Point Hospital Review - Laughter Is The Best Medicine","Super","8"
"PS4","Marvel's Spider-Man PS4 Review: Amazing Fantasy","Excellent","9"
"XONE","Strange Brigade Review - Co-op With Style","Great","7"
"NS","Planet Alpha Review: A Beautiful Planet","Great","7"
"PC","Donut County Review: Pit Falls","Very Good","6"
"NS","Little Dragons Cafe Review - Dragging On","Very Good","6"
"PC, NS","Into The Breach Review: A Mechanized Masterpiece","Excellent","9"
"TG16","Vigilante Review","Very Bad","2"
"PC, NS","The Messenger Review: Shuriken Sharp","Super","8"
"PC","The Golf Club 2019 Review","Super","8"
"NS","Hollow Knight Review - An Exceptional Adventure","Excellent","9"
"NS","Monster Hunter Generations Ultimate Review - A Formidable Beast","Great","7"
"PS4","F1 2018 Review - Victory Lap","Excellent","9"
"PC","Death's Gambit Review - A Maddening Mission","Very Good","6"
"PC","The King's Bird Review: A Rocky Flight","Good","5"
"PS4","Guacamelee 2 Review - Ready For A Challenge","Excellent","9"
"PS4","H1Z1 Battle Royale PS4 Review: All Kills No Frills","Great","7"
"PS4","The Walking Dead - The Final Season Episode 1: Done Running Review","Super","8"
"PC","Phantom Doctrine Review: Tactical Espionage Action","Excellent","9"
"PC","Flipping Death Review: Scythe Life","Great","7"
"XONE","Madden NFL 19 Review","Super","8"
"PC","We Happy Few Review","Fair","4"
"PC","Unavowed Review: Dressed To Possess","Excellent","9"
"PS4, PC","Monster Hunter World Review - Deadliest Catch","Super","8"
"NS","Overcooked 2 Review - A Great Second Course","Super","8"
"PS4, XONE, NS, PC","Dead Cells Review: Rise From Your Grave","Excellent","9"
"PS4","No Man's Sky Review","Great","7"
"PC, PS4, XONE","No Man's Sky Next Review: You Are Not Alone","Super","8"
"3DS","WarioWare Gold Review - Worth Its Weight","Super","8"
"PC","The Banner Saga 3 Review","Super","8"
"NS, PS4","Mega Man X Legacy Collection 1 + 2 Review: Mega Museum","Super","8"
"XONE","Earthfall Review: An Inferior Invasion","Fair","4"
"NS","Semblance Review","Great","7"
"PS4, XONE, PC","Mothergunship Review: Bullet-Hell Extravaganza","Super","8"
"NS","20XX Review - Robot Generation","Great","7"
"PS4","Fighting EX Layer Review: One-On-One Fun","Super","8"
"NS","Captain Toad: Treasure Tracker Nintendo Switch Review: Time For Adventure","Super","8"
"PS4, XONE, PC, NS","Sonic Mania Plus Review - Encore! Encore!","Excellent","9"
"PS3, VITA, PS4","Rainbow Skies Review: Rainbow in the Dark","Good","5"
"PS4","The Crew 2 Review - On The Road Again","Super","8"
"NS","Wolfenstein 2: The New Colossus Nintendo Switch Review","Super","8"
"PC","Wreckfest Review: Crashing The Party","Excellent","9"
"NS, PS4, XONE, PC","Lumines Remastered: Groove Is In The Heart","Super","8"
"PS4, NS, XONE, PC","Crash Bandicoot N Sane Trilogy Review: Marsupial Makeover","Very Good","6"
"NS","Mario Tennis Aces Review: Aim High","Great","7"
"PC, PS4, XONE","Nier: Automata Review","Excellent","9"
"XONE, PS4, PC","The Awesome Adventures Of Captain Spirit - Mind Over Matter","Super","8"
"PS4, PC, XONE","Jurassic World Evolution Review: Life Finds A Way","Great","7"
"PS4, XONE, PC","Unravel 2 Review: Partners In Twine","Super","8"
"PC, PS4","Moonlighter Review: Open For Business","Great","7"
"NS","Sushi Striker: The Way Of Sushido Review - Cartoon Cuisine Combat","Great","7"
"PC, NS","West Of Loathing Review: Wild, Wild West","Super","8"
"NS, PS4","BlazBlue: Cross Tag Battle Review - The Tag Team Dream","Excellent","9"
"PS4","Onrush Review: Push It To The Limit","Excellent","9"
"PC","Golem Review: Hidden In Plain Sight","Good","5"
"PS4, PC","Vampyr Review: The City That Never Sleeps","Great","7"
"PC","Yoku’s Island Express Review: A Breath of Fresh Air","Excellent","9"
"3DS","Dillon's Dead-Heat Breakers Review: Running On Fumes","Very Good","6"
"PC","The Forest Review: Are You Afraid Of The Dark?","Super","8"
"PC","Agony Review: A Captivating Disappointment","Bad","3"
"XONE, NS, PC, PS4","Street Fighter 30th Anniversary Collection Review - Keep The Past Alive","Super","8"
"PC","Quarantine Circular Review: Who Are We, Really?","Great","7"
"XONE, PC","Conan Exiles Review: Dull And Dense","Bad","3"
"NS","Wizard Of Legend Review: Fast-Paced Action","Great","7"
"PS4","Detroit: Become Human Review - To Err Is Human","Great","7"
"NS, PC","Runner 3 Review: A Bit Of A Trip","Great","7"
"XONE, PC","State Of Decay 2 Review: The Limping Dead","Good","5"
"NS","Hyrule Warriors: Definitive Edition Review - The Great Zelda Spin-Off Is Back","Super","8"
"PC, NS","Framed Collection Review - Worth A Thousand Words","Great","7"
"PC, XONE, PS4, NS","Battle Chasers Nightwar Review: Switch It Up","Super","8"
"PC, PS4","Battle Chasers: Nightwar Review","Very Good","6"
"PC","FAR: Lone Sails Review: Come Sail Away","Super","8"
"PS4","Destiny 2: Warmind Review - Back To Work","Very Good","6"
"PC","Pillars Of Eternity 2: Deadfire Review - A Pirate's Life For Me","Super","8"
"PC","Battletech Review: A Tactical PC Game That Will Mech Your Day","Super","8"
"PC","Total War Saga: Thrones Of Britannia Review - Rule, Britannia","Super","8"
"XONE, PS4, PC","City of Brass Review - Hidden Treasure","Great","7"
"NS","Nintendo Labo Review: Variety Kit And Robot Kit","Great","7"
"NS","Donkey Kong Country: Tropical Freeze Review - A Blast From The Past","Excellent","9"
"WIIU","Donkey Kong Country: Tropical Freeze Review","Very Good","6"
"NS","Jotun: Valhalla Edition Switch Review - A Slight Downgrade","Great","7"
"PC","Frostpunk Review: Damned If You Do, Damned If You Don't","Excellent","9"
"XONE","The Invisible Hours Review: From Every Angle","Great","7"
"PS4, PC","The Swords Of Ditto Review: One Good Turn Deserves Another","Great","7"
"3DS","The Alliance Alive Review: A Change Of Pace","Super","8"
"PC, XONE, PS4","Life Is Strange: Before The Storm Review - Keep the Good Times Rolling","Super","8"
"PS4","Yakuza 6: The Song Of Life Review: Tokyo Drifter","Super","8"
"PS4","God Of War Review: Out With The Old, In With The New","Excellent","9"
"NS","Penny-Punching Princess Review: In For A Pound","Very Good","6"
"PC, XONE, PS4","Extinction Review - A Giant Mess","Fair","4"
"PC","Fortnite: Battle Royale Review - Laying The Foundation","Super","8"
"PS4, XONE","Far Cry 5 Review: Rocky Mountain High","Excellent","9"
"PC, PS4","Minit Review - Gone In 60 Seconds","Super","8"
"PC","Kerbal Space Program: Making History Review - Shoot For The Mun","Great","7"
"PC","Orwell: Ignorance Is Strength Review - Staunch Surveillance","Very Good","6"
"PS4","MLB The Show 18 Review: A Home Run","Excellent","9"
"XONE","Sea Of Thieves Review: Set Sail With Trepidation","Very Good","6"
"NS","Bridge Constructor Portal Review","Fair","4"
"PS4","Batman: The Enemy Within Episode 5 Review - No More Joking Around","Excellent","9"
"PC","H1Z1 Review: Still On The Ground Floor","Very Good","6"
"PC","Ni No Kuni 2: Revenant Kingdom Review - A Regal Joyride","Super","8"
"PS4","A Way Out Review: You Can't Have One Without The Other","Very Good","6"
"3DS","Detective Pikachu Review: Elementary, My Dear Watt-son","Great","7"
"PS4","Attack on Titan 2 Review: Colossal Action","Super","8"
"PC","Surviving Mars Review: Building The Final Frontier","Super","8"
"PS4","Bravo Team Review: Back To Basics","Fair","4"
"NS","Kirby Star Allies Review: Take It Easy","Super","8"
"PS4","The 25th Ward: The Silver Case Review: Obstruction Of Justice","Very Good","6"
"PC","Pit People Review","Great","7"
"PS4","Q.U.B.E. 2 Review: Think Inside The Box","Great","7"
"PS4","Gravel Review: Slow And Steady Doesn't Win The Race","Good","5"
"PS4, NS","Mulaka Review: Of Myth And Monsters","Great","7"
"3DS","Mario & Luigi: Superstar Saga + Bowser's Minions Review","Super","8"
"PS4, XONE, PC, NS","Pac-Man: Championship Edition 2 Review","Super","8"
"PS4","Metal Gear Survive Review: Too Harsh To Enjoy","Good","5"
"PC","Where The Water Tastes Like Wine Review: Hard Travelin'","Very Good","6"
"PS4","Moss Review: Tiny Triumph","Super","8"
"NS","Payday 2 Switch Review: Mo' Money Mo' Problems","Good","5"
"PC, PS3, X360","Payday 2 Review","Great","7"
"PC","Age Of Empires: Definitive Edition Review: Antique Revival","Very Good","6"
"PC, XONE, PS4","Kingdom Come: Deliverance Review: The Past Comes At You Fast","Super","8"
"NS","Fe Review: Strike A Chord","Great","7"
"PS4","Secret Of Mana Review: Where Secrets Go, Trouble Follows","Very Good","6"
"PC","Rust Review: Life Is Fleeting","Bad","3"
"PC","Attack Of The Earthlings Review: The Tables Have Turned","Great","7"
"NS","Aegis Defenders Review","Fair","4"
"WIIU, NS","Bayonetta 2 Review","Worst","1"
"PS4","Dynasty Warriors 9 Review: A New World","Great","7"
"PC, NS","Owlboy Review: A Heartfelt Tale","Excellent","9"
"NS","The Longest Five Minutes Review: The Power Of Memories","Very Good","6"
"PC","Crossing Souls Review: Stuck In The Past","Very Good","6"
"3DS","Radiant Historia Perfect Chronology Review: Time After Time After Time","Super","8"
"PC","Civilization 6: Rise And Fall Review: A New Era","Super","8"
"NS","Dragon Quest Builders Review: Working The Land","Super","8"
"NS, PC","Dandara Review: Off The Wall","Great","7"
"PS4","Dissidia Final Fantasy NT Review: A Messy Mashup","Good","5"
"PS4","UFC 3 Review: A Tense, Exciting, And Dynamic Recreation Of MMA","Super","8"
"PS4, PC, NS","Night In The Woods Review","Excellent","9"
"PC","OK K.O.! Let's Play Heroes Review: Pulling Punches","Very Good","6"
"PS4","Shadow Of The Colossus Review: A Timeless Classic","Excellent","9"
"PC","Subnautica Review: A Water Wonderland","Excellent","9"
"PS4","Lost Sphear Review: Short Of The Mark","Very Good","6"
"NS","Celeste Review: More Than Just A Great Platformer","Excellent","9"
"PS4","MLB The Show 17 Review","Super","8"
"PS4, VITA","Iconoclasts Review","Excellent","9"
"PS4","The Inpatient Review","Super","8"
"PS4","AO Tennis Review","Bad","3"
"PC","The Red Strings Club Review","Excellent","9"
"PS4, XONE, PC","Batman: The Enemy Within - Episode 4: What Ails You Review","Excellent","9"
"PC, PS4","Street Fighter 5: Arcade Edition Review","Excellent","9"
"PC","Spellforce 3 Review","Great","7"
"NS, PC","Tiny Metal Review","Great","7"
"NS","Brawlout Review","Good","5"
"PC","L.A. Noire: The VR Case Files Review","Super","8"
"PC","PlayerUnknown's Battlegrounds Review","Super","8"
"PC","Hello Neighbor Review","Bad","3"
"PC, NS","Gorogoa Review","Super","8"
"NS","The Legend of Zelda: Breath Of The Wild - The Champions' Ballad Review","Super","8"
"PC","Rumu Review","Great","7"
"PS4","Destiny 2: Curse Of Osiris Review","Good","5"
"PS4","Steep: Road To The Olympics Review","Great","7"
"PS4","Doom VFR Review","Great","7"
"NS","Xenoblade Chronicles 2 Review","Great","7"
"PC, PS4, NS","Rive Review","Super","8"
"PC","Batman: The Enemy Within - Episode 3: Fractured Mask Review","Super","8"
"NS","LA Noire Switch Review","Great","7"
"PS4, XONE, PC","Star Wars Battlefront II Review","Very Good","6"
"3DS, 3DS","Pokemon Ultra Sun And Ultra Moon Review","Super","8"
"PC","Football Manager 2018 Review","Excellent","9"
"NS","The Elder Scrolls V: Skyrim Switch Review","Super","8"
"PS4","Ashes Cricket Review","Great","7"
"PS4","Lego Marvel Super Heroes 2 Review","Great","7"
"NS","Doom Switch Review","Great","7"
"PS4","GT Sport Review","Super","8"
"PC","Hand Of Fate 2 Review","Super","8"
"NS","Rocket League Switch Review","Excellent","9"
"PS4, XONE, NS, PC","Sonic Forces Review","Good","5"
"3DS","Etrian Odyssey 5: Beyond The Myth Review","Super","8"
"NS","Spelunker Party Review","Very Good","6"
"PS4","Steven Universe: Save the Light Review","Very Good","6"
"PS4, XONE","Need For Speed Payback Review","Good","5"
"PS4","Oure Review","Good","5"
"PS4","Horizon: Zero Dawn - The Frozen Wilds Review","Super","8"
"XONE, PS4","Call Of Duty: WWII Review","Excellent","9"
"XONE, PC, XONE","Super Lucky's Tale Review","Very Good","6"
"PS4, PC, XONE","Wolfenstein 2: The New Colossus Review","Excellent","9"
"PS4","Life Is Strange: Before The Storm - Episode 2 - Brave New World Review","Great","7"
"PS4","Megaton Rainfall Review","Great","7"
"PS4","The Mummy Demastered Review","Great","7"
"NS","Super Mario Odyssey Review","Worst","1"
"PS4, XONE, PC, XONE, PC, PS4","Assassin's Creed Origins Review","Great","7"
"PC","Arktika.1 Review","Great","7"
"PS4, XONE, PC","Destiny 2 Review","Super","8"
"NS","Golf Story Review","Super","8"
"PS4","Elex Review","Fair","4"
"PS4, XONE, PC","WWE 2K18 Review","Good","5"
"NS","Fire Emblem Warriors Review","Very Good","6"
"XONE, PC, PS4","South Park: The Fractured But Whole Review","Super","8"
"PC, XONE, PS4","The Evil Within 2 Review","Super","8"
"PC","The Flame in the Flood Review","Super","8"
"PC, PS4, NS","Stardew Valley Review","Excellent","9"
"PC","A Hat In Time Review","Great","7"
"PS4","Gundam Versus Review","Great","7"
"PS4, NS","Axiom Verge Review","Super","8"
"NS","FIFA 18 Nintendo Switch Review","Good","5"
"PC","Batman - The Enemy Within: The Enigma - Episode 1 Review","Super","8"
"PC","Batman: The Enemy Within - Episode 2: The Pact Review","Super","8"
"XONE, PC, XONE","Forza Motorsport 7 Review","Super","8"
"PS4, XONE","NBA Live 18 Review","Great","7"
"SNES","Star Fox 2 Review","Good","5"
"PS4, VITA","Danganronpa V3: Killing Harmony Review","Great","7"
"PS4","WRC 7 Review","Great","7"
"PC","Figment Review","Great","7"
"PS4, NS, XONE","NBA 2K18 Review","Super","8"
"PC","Total War: Warhammer 2 Review","Excellent","9"
"PC","Ruiner Review","Super","8"
"NS, PC","SteamWorld Dig 2 Review","Excellent","9"
"XONE, PC, PS4","FIFA 18 Review","Great","7"
"PS4","Project Cars 2 Review","Great","7"
"XONE, PS4","Marvel Vs. Capcom: Infinite Review","Super","8"
"PC, PS4","Tooth And Tail Review","Super","8"
"PS4","NHL 18 Review","Great","7"
"PC","Echo Review","Super","8"
"PC, PS4, PS3, X360, XONE","PES 2018 Review","Super","8"
"PS4, XONE, PC, XONE, PC, PS4","Dishonored: Death Of The Outsider Review","Super","8"
"PS4","Don't Knock Twice Review","Good","5"
"PS4","Ys VIII: Lacrimosa Of Dana Review","Super","8"
"PC","ARK: Survival Evolved Review","Very Good","6"
"3DS","Metroid: Samus Returns Review","Excellent","9"
"PS4","Knack 2 Review","Great","7"
"PS4","Everybody's Golf Review","Super","8"
"PC","XCOM 2: War Of The Chosen Review","Excellent","9"
"PC","Life Is Strange: Before The Storm - Episode 1 - Awake Review","Super","8"
"PS4","Warriors All-Stars Review","Great","7"
"PS4","Last Day Of June Review","Very Good","6"
"PC","Absolver Review","Super","8"
"NS","Mario + Rabbids: Kingdom Battle Review","Excellent","9"
"PS4, PC","F1 2017 Review","Excellent","9"
"PC","Distrust Review","Great","7"
"XONE, PS4","Madden NFL 18 Review","Excellent","9"
"PC","Guardians Of The Galaxy - Episode 3: More Than A Feeling Review","Very Good","6"
"PS4","Yonder: The Cloud Catcher Chronicles Review","Very Good","6"
"XONE","The Pillars Of The Earth Review","Great","7"
"PC, PS4, NS, XONE","Thumper Review","Excellent","9"
"PS4, PS4","Uncharted: The Lost Legacy Review","Excellent","9"
"PC","Observer Review","Excellent","9"
"PC","The Long Dark Review","Very Good","6"
"PS4","Agents Of Mayhem Review","Fair","4"
"PS4","Matterfall Review","Very Good","6"
"PC","Lawbreakers PC Review","Super","8"
"PS4","Lawbreakers PS4 Review","Great","7"
"PC","Gigantic Review","Super","8"
"PC, PS4","Mega Man Legacy Collection 2 Review","Very Good","6"
